,frequency_segment,monetary_segment,recency_segment,client_id
9028,1,4,2,13474_id
9029,1,4,1,2910_id
9030,1,4,1,6655_id
9031,1,3,2,16129_id
9032,1,4,1,11570_id
9033,1,4,1,5367_id
9034,1,4,1,7168_id
9035,3,1,3,19181_id
9036,1,3,2,13711_id
9037,1,3,2,17368_id
9038,1,3,2,12323_id
9039,1,4,1,2885_id
9040,1,4,1,7549_id
9041,1,4,1,3443_id
9042,1,4,1,4692_id
9043,1,4,1,5487_id
9044,1,4,1,2907_id
9045,1,4,1,3544_id
9046,1,2,2,17447_id
9047,1,4,1,10782_id
9048,1,4,1,5654_id
9049,1,4,2,9009_id
9050,1,4,1,7063_id
9051,1,3,2,13074_id
9052,1,4,1,5489_id
9053,1,3,2,16270_id
9054,1,4,1,5290_id
9055,1,4,1,9719_id
9056,1,4,1,9367_id
9057,1,3,2,14398_id
9058,1,4,1,9759_id
9059,1,4,1,4506_id
9060,1,4,1,697_id
9061,1,4,1,7548_id
9062,1,3,2,12860_id
9063,1,4,1,1004_id
9064,1,4,2,10369_id
9065,1,4,1,8557_id
9066,1,4,1,6849_id
9067,1,3,2,14213_id
9068,3,2,3,19414_id
9069,1,4,1,5379_id
9070,1,4,2,9550_id
9071,1,4,1,4745_id
9072,1,4,1,7883_id
9073,1,4,2,10186_id
9074,3,1,3,19588_id
9075,1,4,2,10674_id
9076,1,4,1,1373_id
9077,1,4,2,13263_id
9078,1,4,2,12524_id
9079,1,4,1,1681_id
9080,1,4,1,5199_id
9081,1,4,1,12007_id
9082,1,4,2,12362_id
9083,1,4,1,8696_id
9084,1,4,1,7932_id
9085,1,4,1,11189_id
9086,1,4,1,1723_id
9087,1,4,1,8692_id
9088,4,1,3,19282_id
9089,2,2,2,18137_id
9090,1,3,2,14602_id
9091,1,3,2,12809_id
9092,1,4,1,6149_id
9093,1,3,2,11600_id
9094,1,4,1,6706_id
9095,1,4,1,1077_id
9096,2,2,2,17696_id
9097,1,4,1,6612_id
9098,1,4,1,2070_id
9099,1,4,1,1005_id
9100,1,4,2,13971_id
9101,1,4,1,3876_id
9102,1,4,1,5383_id
9103,1,4,1,667_id
9104,1,2,2,17376_id
9105,1,4,1,4630_id
9106,1,4,2,9516_id
9107,2,2,3,18597_id
9108,1,3,2,13934_id
9109,1,3,2,15837_id
9110,1,4,1,5746_id
9111,1,4,1,2771_id
9112,1,3,2,14090_id
9113,1,4,1,6266_id
9114,1,4,1,9929_id
9115,1,4,1,11745_id
9116,2,1,3,19075_id
9117,1,3,2,17253_id
9118,1,4,2,12483_id
9119,1,4,1,8488_id
9120,1,4,1,7017_id
9121,1,4,2,9640_id
9122,1,4,1,4787_id
9123,2,2,3,17726_id
9124,1,4,1,802_id
9125,1,4,2,13410_id
9126,1,4,1,6048_id
9127,3,1,3,19436_id
9128,1,4,1,3635_id
9129,1,4,1,2848_id
9130,1,4,1,6112_id
9131,1,4,1,5714_id
9132,1,4,1,3559_id
9133,1,4,1,1057_id
9134,1,4,1,7219_id
9135,1,4,1,7861_id
9136,1,4,2,9332_id
9137,1,4,1,893_id
9138,1,4,1,4453_id
9139,1,4,1,7821_id
9140,1,4,1,4249_id
9141,1,4,1,5657_id
9142,1,4,1,2170_id
9143,1,4,1,8958_id
9144,1,4,1,6184_id
9145,1,4,2,9872_id
9146,3,2,3,18713_id
9147,1,3,2,12100_id
9148,1,4,1,8964_id
9149,1,4,1,9823_id
9150,1,4,1,3017_id
9151,1,4,1,1061_id
9152,1,4,1,1470_id
9153,1,3,2,12654_id
9154,1,3,2,14316_id
9155,1,3,2,13175_id
9156,1,4,1,11373_id
9157,1,4,2,11682_id
9158,1,4,1,5131_id
9159,1,3,2,14172_id
9160,1,4,2,14162_id
9161,1,4,2,12947_id
9162,3,2,3,19026_id
9163,1,4,1,3105_id
9164,1,4,1,10637_id
9165,1,4,2,11576_id
9166,1,4,1,5353_id
9167,1,3,2,14792_id
9168,1,4,1,8577_id
9169,1,4,1,8427_id
9170,1,4,2,9675_id
9171,1,4,2,10692_id
9172,2,2,3,18705_id
9173,1,4,1,3154_id
9174,1,4,1,1216_id
9175,1,4,2,13201_id
9176,1,4,1,4969_id
9177,1,3,2,14559_id
9178,1,4,1,3069_id
9179,1,4,2,11244_id
9180,1,4,1,1354_id
9181,1,4,1,8018_id
9182,3,2,3,18652_id
9183,1,4,1,1754_id
9184,1,4,1,5296_id
9185,1,4,1,7340_id
9186,1,4,1,2270_id
9187,1,4,1,6260_id
9188,1,3,2,13368_id
9189,2,2,3,18012_id
9190,1,4,2,14140_id
9191,1,4,1,9265_id
9192,1,4,1,9592_id
9193,1,4,1,6852_id
9194,1,4,1,4518_id
9195,1,4,1,1329_id
9196,1,4,1,1706_id
9197,1,4,1,5751_id
9198,1,4,1,5796_id
9199,1,3,2,14377_id
9200,1,4,2,9815_id
9201,1,4,1,1576_id
9202,1,4,1,555_id
9203,1,3,2,14147_id
9204,1,2,2,17451_id
9205,1,3,2,16525_id
9206,1,4,1,5717_id
9207,1,3,2,15946_id
9208,1,4,1,8259_id
9209,1,4,2,9987_id
9210,1,4,2,14181_id
9211,1,4,1,2206_id
9212,1,4,1,4160_id
9213,4,1,3,19426_id
9214,1,4,1,6506_id
9215,2,2,3,18970_id
9216,1,4,1,789_id
9217,2,2,2,18395_id
9218,1,3,2,11935_id
9219,1,4,1,8931_id
9220,1,4,1,4330_id
9221,1,4,1,1522_id
9222,1,4,1,5062_id
9223,1,4,1,4771_id
9224,1,3,2,14703_id
9225,1,4,1,1432_id
9226,2,2,3,18537_id
9227,1,4,1,7413_id
9228,1,4,1,6426_id
9229,1,4,1,2069_id
9230,1,4,2,10848_id
9231,1,4,1,1993_id
9232,1,4,1,1909_id
9233,1,4,1,1584_id
9234,1,4,1,5977_id
9235,1,4,1,7056_id
9236,1,3,2,15729_id
9237,1,4,1,6148_id
9238,1,4,1,4065_id
9239,1,4,1,6848_id
9240,1,4,1,719_id
9241,1,4,1,8175_id
9242,1,3,2,16197_id
9243,1,4,1,368_id
9244,1,4,1,8543_id
9245,1,3,2,17190_id
9246,1,4,1,3779_id
9247,2,2,2,18372_id
9248,1,4,1,4665_id
9249,1,4,2,13710_id
9250,1,4,2,10199_id
9251,1,2,2,16967_id
9252,1,3,2,15464_id
9253,1,4,1,8075_id
9254,1,4,1,1709_id
9255,4,1,3,19616_id
9256,1,4,1,296_id
9257,1,3,2,14751_id
9258,1,4,1,8803_id
9259,2,2,2,17881_id
9260,1,3,2,12815_id
9261,1,4,1,8685_id
9262,1,4,1,5982_id
9263,1,2,2,17449_id
9264,1,4,1,6189_id
9265,1,3,2,14189_id
9266,1,4,1,7420_id
9267,1,4,1,3204_id
9268,1,4,1,8131_id
9269,1,3,2,15448_id
9270,1,4,1,5162_id
9271,1,4,1,3932_id
9272,1,4,1,9069_id
9273,1,4,1,6457_id
9274,1,4,1,6737_id
9275,1,4,1,6679_id
9276,1,3,2,15539_id
9277,1,2,2,16484_id
9278,1,3,2,16011_id
9279,1,4,1,2310_id
9280,1,4,1,4021_id
9281,1,3,2,16325_id
9282,1,4,1,4751_id
9283,4,1,3,19299_id
9284,1,4,1,520_id
9285,1,4,1,7242_id
9286,1,4,1,1884_id
9287,1,4,1,10839_id
9288,1,4,1,1823_id
9289,1,4,2,13897_id
9290,1,3,2,13005_id
9291,2,2,2,17820_id
9292,1,4,2,13285_id
9293,1,4,1,4951_id
9294,1,4,1,5096_id
9295,1,4,1,4183_id
9296,1,4,1,4185_id
9297,1,4,1,3864_id
9298,1,4,1,3451_id
9299,1,4,2,11500_id
9300,1,4,1,8508_id
9301,1,4,1,2620_id
9302,1,4,1,8171_id
9303,1,3,2,16969_id
9304,1,4,1,6926_id
9305,1,2,2,17059_id
9306,1,3,2,13780_id
9307,1,4,1,8200_id
9308,1,4,2,14107_id
9309,1,4,1,4950_id
9310,2,2,2,18297_id
9311,1,4,1,10221_id
9312,1,3,2,16001_id
9313,1,4,1,7889_id
9314,2,3,2,17692_id
9315,1,4,1,2985_id
9316,2,2,2,18259_id
9317,1,4,1,4052_id
9318,1,4,1,853_id
9319,1,4,1,1172_id
9320,1,4,1,7279_id
9321,1,4,1,1516_id
9322,1,4,1,1298_id
9323,1,2,2,17362_id
9324,1,4,1,713_id
9325,3,2,3,18898_id
9326,1,4,1,6029_id
9327,1,4,1,9558_id
9328,1,4,2,14188_id
9329,1,3,2,15984_id
9330,1,4,1,2960_id
9331,1,3,2,13339_id
9332,1,4,2,10474_id
9333,1,2,2,17523_id
9334,2,3,2,17636_id
9335,1,4,1,10802_id
9336,1,3,2,17037_id
9337,1,2,2,16988_id
9338,1,4,1,10423_id
9339,1,4,1,4974_id
9340,2,2,2,18262_id
9341,1,4,1,8211_id
9342,1,4,2,13348_id
9343,1,4,1,1609_id
9344,1,4,1,3114_id
9345,1,4,1,6493_id
9346,1,4,2,12825_id
9347,1,3,2,13499_id
9348,1,4,1,3230_id
9349,1,4,1,6781_id
9350,1,4,1,5426_id
9351,1,4,1,3033_id
9352,1,3,2,13582_id
9353,1,3,2,16091_id
9354,1,4,1,611_id
9355,1,4,1,2889_id
9356,2,2,3,18152_id
9357,1,4,1,2461_id
9358,1,4,1,8568_id
9359,1,4,1,2030_id
9360,1,4,1,9932_id
9361,1,4,2,9425_id
9362,1,4,1,7296_id
9363,1,4,1,1843_id
9364,1,4,2,9968_id
9365,1,4,1,507_id
9366,1,4,1,8432_id
9367,1,4,1,4742_id
9368,1,4,2,13210_id
9369,1,4,1,4045_id
9370,1,4,1,3736_id
9371,1,4,1,6867_id
9372,1,4,1,5498_id
9373,1,4,2,11262_id
9374,1,4,1,8189_id
9375,1,4,1,2732_id
9376,1,4,2,12753_id
9377,3,2,3,18633_id
9378,1,3,2,13574_id
9379,1,4,2,12711_id
9380,1,2,2,16447_id
9381,1,4,1,2315_id
9382,1,4,1,10016_id
9383,1,3,1,11797_id
9384,1,4,1,11879_id
9385,1,4,1,1670_id
9386,1,4,2,11170_id
9387,1,4,1,357_id
9388,1,4,1,1818_id
9389,1,3,2,14628_id
9390,1,2,2,18487_id
9391,1,4,1,1489_id
9392,1,4,1,10933_id
9393,1,4,1,12_id
9394,1,4,1,1043_id
9395,1,4,2,11906_id
9396,1,4,1,12260_id
9397,1,3,2,15417_id
9398,1,4,1,3401_id
9399,1,4,1,5183_id
9400,1,4,1,2979_id
9401,1,4,1,2707_id
9402,1,4,1,2543_id
9403,1,3,2,16648_id
9404,1,4,1,1897_id
9405,1,3,2,14809_id
9406,1,4,1,4765_id
9407,1,4,1,1673_id
9408,1,4,1,4002_id
9409,1,4,1,11987_id
9410,1,4,1,2419_id
9411,1,4,1,8909_id
9412,1,4,1,2324_id
9413,1,4,2,11263_id
9414,1,3,1,12034_id
9415,2,2,2,17734_id
9416,1,4,2,13514_id
9417,1,4,2,12502_id
9418,1,4,1,861_id
9419,1,3,2,15817_id
9420,1,4,1,8777_id
9421,1,4,1,9139_id
9422,1,3,2,15966_id
9423,1,3,2,14710_id
9424,1,4,1,7142_id
9425,1,4,1,1593_id
9426,1,4,1,3704_id
9427,3,1,3,19495_id
9428,1,4,1,3158_id
9429,1,4,2,9337_id
9430,1,4,1,3227_id
9431,1,4,1,5777_id
9432,1,4,1,152_id
9433,1,3,2,15120_id
9434,1,4,1,3035_id
9435,1,4,1,6179_id
9436,1,4,1,1125_id
9437,1,4,1,5526_id
9438,1,4,2,10937_id
9439,1,4,1,1904_id
9440,1,4,1,7226_id
9441,1,3,2,14608_id
9442,2,2,3,18389_id
9443,1,4,1,4965_id
9444,1,4,1,8269_id
9445,1,4,1,4236_id
9446,1,4,1,4420_id
9447,1,4,1,3464_id
9448,1,3,2,14255_id
9449,4,1,3,19238_id
9450,3,2,3,18755_id
9451,1,3,2,12631_id
9452,1,4,2,11306_id
9453,1,4,1,2043_id
9454,1,4,2,13167_id
9455,1,4,1,771_id
9456,1,4,1,5385_id
9457,1,3,2,13277_id
9458,1,4,1,12361_id
9459,1,4,1,10936_id
9460,1,4,2,10499_id
9461,1,4,1,5508_id
9462,1,4,1,8838_id
9463,1,4,1,7507_id
9464,1,3,2,15316_id
9465,1,4,1,503_id
9466,1,4,2,9781_id
9467,1,4,1,6502_id
9468,1,4,1,3059_id
9469,1,4,2,9956_id
9470,1,4,1,683_id
9471,1,4,1,3682_id
9472,1,3,2,13075_id
9473,1,4,1,2173_id
9474,1,3,2,13362_id
9475,1,3,2,13998_id
9476,1,4,1,3746_id
9477,1,2,2,16844_id
9478,1,4,2,11255_id
9479,1,4,1,7550_id
9480,1,4,1,2265_id
9481,1,4,1,5309_id
9482,1,4,1,3479_id
9483,1,2,2,16436_id
9484,1,4,1,4724_id
9485,1,4,1,2647_id
9486,1,3,2,15890_id
9487,1,4,1,4214_id
9488,1,4,1,7449_id
9489,1,4,2,13063_id
9490,3,2,3,18777_id
9491,1,4,1,1265_id
9492,1,4,1,6920_id
9493,1,2,2,16445_id
9494,1,4,1,6306_id
9495,1,4,1,3455_id
9496,3,2,3,18852_id
9497,1,4,1,7605_id
9498,1,3,2,15151_id
9499,1,4,1,807_id
9500,2,2,3,17999_id
9501,1,4,1,5191_id
9502,1,3,2,12820_id
9503,1,3,1,11872_id
9504,2,1,3,19025_id
9505,2,2,2,18144_id
9506,1,4,2,10601_id
9507,1,3,2,13918_id
9508,1,3,2,17251_id
9509,1,3,2,16061_id
9510,1,4,1,6471_id
9511,1,4,1,2110_id
9512,1,4,1,1107_id
9513,1,4,1,7935_id
9514,1,4,1,7323_id
9515,1,4,1,7482_id
9516,1,4,1,8613_id
9517,1,4,1,4125_id
9518,1,4,1,668_id
9519,1,4,1,6587_id
9520,1,4,1,8267_id
9521,1,2,2,16371_id
9522,1,4,1,5341_id
9523,1,4,2,12289_id
9524,1,4,2,10880_id
9525,1,4,1,8944_id
9526,1,4,1,364_id
9527,1,4,1,1226_id
9528,1,4,1,9960_id
9529,1,4,1,885_id
9530,1,4,1,4233_id
9531,1,4,1,5461_id
9532,1,4,1,3371_id
9533,1,4,1,3486_id
9534,1,3,2,17056_id
9535,1,4,2,9704_id
9536,2,2,2,18289_id
9537,1,4,1,1652_id
9538,1,4,1,2594_id
9539,1,4,1,64_id
9540,1,4,1,774_id
9541,1,4,1,5611_id
9542,1,3,2,12335_id
9543,1,3,2,11854_id
9544,1,3,2,14225_id
9545,1,3,2,12464_id
9546,1,4,1,2895_id
9547,2,1,3,19125_id
9548,1,4,1,1756_id
9549,1,3,2,14061_id
9550,1,4,1,2719_id
9551,1,4,1,7700_id
9552,1,3,2,14532_id
9553,1,3,2,15445_id
9554,1,4,2,11458_id
9555,1,4,1,3888_id
9556,1,4,1,324_id
9557,2,3,2,17754_id
9558,1,3,2,15603_id
9559,1,4,2,10706_id
9560,1,4,2,10260_id
9561,1,3,2,11709_id
9562,1,4,1,3664_id
9563,1,4,1,2997_id
9564,1,4,1,1635_id
9565,3,2,3,18993_id
9566,1,4,1,3896_id
9567,1,4,1,8712_id
9568,1,4,2,12529_id
9569,1,4,1,613_id
9570,1,4,1,5064_id
9571,1,3,2,15473_id
9572,1,4,1,11658_id
9573,1,4,2,10349_id
9574,1,3,2,15653_id
9575,1,4,1,3618_id
9576,1,4,1,2403_id
9577,1,4,1,5533_id
9578,1,4,1,5704_id
9579,1,4,1,11082_id
9580,1,4,1,10914_id
9581,1,4,1,4973_id
9582,1,3,2,17521_id
9583,1,3,2,15667_id
9584,3,1,3,19022_id
9585,1,4,1,6444_id
9586,1,3,2,14280_id
9587,3,2,3,18951_id
9588,1,4,1,8_id
9589,1,4,1,4726_id
9590,4,1,3,19488_id
9591,1,4,1,6708_id
9592,1,4,1,6579_id
9593,1,4,1,6694_id
9594,1,4,2,12736_id
9595,1,3,2,15380_id
9596,1,3,2,12986_id
9597,1,4,2,12602_id
9598,1,4,1,10083_id
9599,1,4,1,6902_id
9600,1,4,1,2215_id
9601,1,4,1,3084_id
9602,1,4,1,6351_id
9603,1,4,1,12225_id
9604,1,4,1,7212_id
9605,1,3,2,13354_id
9606,1,4,2,12516_id
9607,1,4,2,13309_id
9608,1,4,1,7623_id
9609,1,4,2,10020_id
9610,1,3,2,17429_id
9611,1,4,1,6181_id
9612,1,3,2,12806_id
9613,1,3,2,16453_id
9614,1,4,1,5289_id
9615,1,4,1,4662_id
9616,1,2,2,16692_id
9617,1,4,1,4644_id
9618,1,4,1,2722_id
9619,1,2,2,17030_id
9620,1,4,1,2267_id
9621,1,4,1,3278_id
9622,1,4,1,7181_id
9623,1,4,1,4978_id
9624,1,4,1,1169_id
9625,1,3,2,15400_id
9626,1,4,1,1738_id
9627,1,4,2,9076_id
9628,1,2,2,16465_id
9629,1,4,2,11569_id
9630,1,3,2,17448_id
9631,1,4,1,10592_id
9632,1,3,2,12913_id
9633,1,4,1,7185_id
9634,1,3,2,14466_id
9635,1,4,1,8182_id
9636,1,3,2,13778_id
9637,2,2,3,18087_id
9638,1,4,1,4294_id
9639,1,4,1,11268_id
9640,1,4,1,7445_id
9641,1,4,1,7616_id
9642,1,3,2,13433_id
9643,1,4,2,12218_id
9644,1,4,1,10164_id
9645,1,4,2,9914_id
9646,1,4,1,6070_id
9647,1,4,1,8006_id
9648,1,4,1,938_id
9649,3,2,3,18978_id
9650,1,4,1,6844_id
9651,1,4,1,148_id
9652,1,4,1,6074_id
9653,1,4,1,6761_id
9654,1,4,1,690_id
9655,1,4,1,2384_id
9656,3,1,3,19345_id
9657,1,4,1,5519_id
9658,1,4,1,4354_id
9659,1,4,1,4400_id
9660,1,4,1,7731_id
9661,1,2,2,17568_id
9662,1,3,2,14320_id
9663,1,4,1,3173_id
9664,1,4,1,5360_id
9665,1,4,2,9463_id
9666,1,4,2,11106_id
9667,1,3,2,15309_id
9668,1,4,1,756_id
9669,1,4,1,6705_id
9670,1,4,1,8485_id
9671,1,2,2,16360_id
9672,1,4,1,9485_id
9673,1,3,2,12599_id
9674,1,2,2,17359_id
9675,1,4,1,4664_id
9676,1,4,1,5171_id
9677,1,4,1,2769_id
9678,1,4,1,6361_id
9679,1,4,1,118_id
9680,1,3,2,12604_id
9681,1,4,1,4197_id
9682,1,4,1,7713_id
9683,3,2,3,18684_id
9684,1,4,1,8536_id
9685,2,2,2,17798_id
9686,1,4,1,2528_id
9687,1,4,1,1898_id
9688,2,2,2,17850_id
9689,1,4,1,9197_id
9690,1,3,2,13287_id
9691,1,4,2,14170_id
9692,1,4,1,6021_id
9693,1,4,1,9416_id
9694,4,1,4,19906_id
9695,1,3,2,13459_id
9696,1,4,2,13025_id
9697,1,4,1,1976_id
9698,3,2,3,18773_id
9699,1,4,1,3252_id
9700,1,4,1,2881_id
9701,1,4,1,273_id
9702,2,2,2,18337_id
9703,1,4,1,8391_id
9704,1,4,1,890_id
9705,1,4,1,2559_id
9706,1,4,1,8394_id
9707,2,2,2,18176_id
9708,1,3,1,11894_id
9709,1,4,1,5952_id
9710,1,2,2,17024_id
9711,1,4,1,5938_id
9712,1,4,1,621_id
9713,1,4,1,3924_id
9714,1,4,1,7792_id
9715,1,3,2,16018_id
9716,1,4,1,1287_id
9717,1,4,1,7649_id
9718,1,4,1,6104_id
9719,1,4,1,2545_id
9720,1,4,1,7522_id
9721,1,4,1,7125_id
9722,1,4,1,4156_id
9723,1,4,1,4415_id
9724,1,4,1,10847_id
9725,1,2,2,17220_id
9726,1,4,1,1601_id
9727,4,1,4,19923_id
9728,1,4,1,1678_id
9729,1,4,1,3297_id
9730,1,3,2,15223_id
9731,1,4,1,5878_id
9732,1,3,2,13006_id
9733,1,2,2,17534_id
9734,1,4,1,3307_id
9735,1,3,2,15157_id
9736,1,4,1,10256_id
9737,1,4,1,11236_id
9738,1,4,1,2223_id
9739,1,4,2,11322_id
9740,1,4,1,6421_id
9741,1,4,1,9493_id
9742,1,4,1,5802_id
9743,1,4,1,3452_id
9744,1,4,2,12827_id
9745,1,2,2,16300_id
9746,1,3,2,13990_id
9747,1,4,1,2054_id
9748,1,4,1,6455_id
9749,1,4,1,1274_id
9750,1,4,1,8103_id
9751,1,4,1,6870_id
9752,1,4,1,2303_id
9753,1,4,1,11553_id
9754,1,4,1,5117_id
9755,1,4,1,9964_id
9756,1,4,2,12252_id
9757,1,4,1,8056_id
9758,1,4,2,11814_id
9759,4,1,3,19856_id
9760,1,4,1,8119_id
9761,1,4,2,13381_id
9762,1,3,2,16865_id
9763,1,4,1,1351_id
9764,1,4,1,276_id
9765,1,4,1,7385_id
9766,1,4,1,5260_id
9767,1,3,2,16080_id
9768,1,4,1,3489_id
9769,1,4,1,4937_id
9770,1,3,2,15557_id
9771,1,3,1,11640_id
9772,2,2,3,18166_id
9773,1,4,2,10535_id
9774,1,4,1,3542_id
9775,1,4,1,6469_id
9776,1,4,1,242_id
9777,1,4,1,5392_id
9778,1,4,1,2986_id
9779,1,4,1,10854_id
9780,1,4,1,6180_id
9781,1,4,1,8117_id
9782,1,4,1,493_id
9783,1,4,2,9456_id
9784,1,4,1,56_id
9785,1,4,1,7952_id
9786,1,4,1,1882_id
9787,1,4,1,9851_id
9788,2,2,2,18460_id
9789,1,2,2,17060_id
9790,1,4,2,10714_id
9791,1,4,1,4957_id
9792,1,3,2,14597_id
9793,1,4,1,661_id
9794,1,4,1,5590_id
9795,1,4,1,5301_id
9796,1,4,1,7315_id
9797,1,4,1,4864_id
9798,1,4,2,10227_id
9799,1,4,1,1568_id
9800,4,1,4,19920_id
9801,1,4,1,9246_id
9802,1,4,1,4276_id
9803,1,4,1,1349_id
9804,1,4,1,462_id
9805,1,3,2,14454_id
9806,1,4,1,2947_id
9807,1,4,2,13899_id
9808,1,4,1,8157_id
9809,1,4,1,6707_id
9810,1,4,2,11151_id
9811,1,3,2,15382_id
9812,1,4,1,393_id
9813,1,4,2,14049_id
9814,1,4,1,5711_id
9815,1,4,1,7346_id
9816,1,4,1,8224_id
9817,1,2,2,17097_id
9818,1,2,2,16309_id
9819,1,3,2,16725_id
9820,1,4,1,6533_id
9821,1,4,1,1217_id
9822,1,4,1,2234_id
9823,1,4,1,4414_id
9824,1,4,1,7103_id
9825,1,4,1,10488_id
9826,1,2,2,16995_id
9827,1,4,2,13792_id
9828,1,4,1,3920_id
9829,1,4,1,6157_id
9830,1,2,2,16508_id
9831,1,4,1,7669_id
9832,1,4,1,1553_id
9833,1,4,1,8790_id
9834,1,3,1,12184_id
9835,1,2,2,17496_id
9836,1,4,1,3178_id
9837,1,4,1,5087_id
9838,2,2,3,18837_id
9839,1,4,2,13182_id
9840,1,4,1,8510_id
9841,1,4,1,1449_id
9842,1,4,2,13722_id
9843,1,3,1,12167_id
9844,4,2,3,19575_id
9845,1,3,2,13200_id
9846,3,2,3,18574_id
9847,1,4,1,4112_id
9848,1,4,1,2685_id
9849,1,4,1,5882_id
9850,2,2,2,18231_id
9851,1,4,1,5720_id
9852,1,4,1,6145_id
9853,1,4,1,1178_id
9854,1,4,1,5826_id
9855,1,4,1,10490_id
9856,1,4,1,8654_id
9857,1,4,1,4564_id
9858,1,4,1,7848_id
9859,1,3,2,16846_id
9860,1,4,1,8019_id
9861,2,1,3,19058_id
9862,1,4,1,808_id
9863,1,4,1,91_id
9864,1,2,2,17178_id
9865,1,4,1,3946_id
9866,1,4,1,5721_id
9867,1,3,2,15038_id
9868,1,4,1,642_id
9869,1,3,1,11825_id
9870,1,4,2,11209_id
9871,1,4,1,2274_id
9872,2,2,2,18228_id
9873,1,3,2,14701_id
9874,1,4,1,10624_id
9875,1,4,1,572_id
9876,1,4,1,1269_id
9877,1,4,1,429_id
9878,1,3,2,14372_id
9879,1,4,1,8637_id
9880,1,4,2,13644_id
9881,1,4,2,12172_id
9882,1,4,1,1410_id
9883,1,4,1,3374_id
9884,1,4,1,9281_id
9885,1,4,1,5646_id
9886,2,1,3,19009_id
9887,1,4,1,1810_id
9888,2,2,2,18291_id
9889,1,4,1,1437_id
9890,3,1,3,19619_id
9891,1,3,2,15877_id
9892,2,2,2,18507_id
9893,1,4,1,2963_id
9894,1,3,2,15716_id
9895,1,3,2,15056_id
9896,1,4,2,11591_id
9897,1,3,2,13507_id
9898,1,4,2,11148_id
9899,1,4,1,2604_id
9900,1,3,2,15842_id
9901,1,3,2,14354_id
9902,1,4,2,10526_id
9903,1,4,1,6642_id
9904,1,4,1,6126_id
9905,1,4,1,7608_id
9906,1,4,1,1238_id
9907,1,4,2,13408_id
9908,3,2,3,19286_id
9909,1,2,2,16724_id
9910,1,3,2,15036_id
9911,1,2,2,17027_id
9912,1,3,2,15919_id
9913,1,4,1,3148_id
9914,1,4,1,3615_id
9915,1,3,2,14450_id
9916,1,3,2,16896_id
9917,1,4,1,2017_id
9918,1,4,1,2279_id
9919,1,4,1,2938_id
9920,1,3,2,15101_id
9921,1,4,2,10728_id
9922,1,4,1,7938_id
9923,3,1,3,19596_id
9924,1,4,1,2595_id
9925,1,4,1,9366_id
9926,1,4,1,5649_id
9927,1,2,2,16651_id
9928,1,4,1,5280_id
9929,1,3,2,13479_id
9930,1,3,2,15314_id
9931,1,4,2,11313_id
9932,1,3,2,15076_id
9933,1,2,2,17437_id
9934,1,4,1,3423_id
9935,1,4,1,5692_id
9936,1,3,2,14990_id
9937,1,4,2,9334_id
9938,1,4,1,6752_id
9939,1,4,2,11522_id
9940,1,4,1,522_id
9941,1,2,2,17052_id
9942,1,4,1,10889_id
9943,1,4,1,1581_id
9944,1,4,1,8597_id
9945,1,4,1,2672_id
9946,1,4,1,6739_id
9947,1,4,1,1951_id
9948,1,4,2,9834_id
9949,1,4,1,1055_id
9950,1,4,2,13531_id
9951,1,4,1,2692_id
9952,1,4,2,11001_id
9953,1,3,2,13387_id
9954,1,4,1,4718_id
9955,1,4,1,5_id
9956,1,4,1,949_id
9957,1,4,1,9682_id
9958,1,2,2,16785_id
9959,1,4,1,2309_id
9960,1,4,1,3759_id
9961,1,4,1,8791_id
9962,1,3,2,13749_id
9963,1,4,2,13739_id
9964,1,4,2,11346_id
9965,1,4,1,4938_id
9966,2,2,2,17993_id
9967,1,3,2,14921_id
9968,1,4,1,6128_id
9969,1,4,2,13825_id
9970,1,4,1,8405_id
9971,1,4,1,5525_id
9972,4,1,4,19811_id
9973,1,4,2,9713_id
9974,1,4,1,6498_id
9975,1,3,2,16180_id
9976,1,2,2,17230_id
9977,1,4,1,4894_id
9978,1,3,2,16098_id
9979,1,4,1,5681_id
9980,1,4,1,3724_id
9981,1,4,1,2259_id
9982,1,4,1,4789_id
9983,1,4,1,3402_id
9984,1,4,1,9369_id
9985,1,4,1,552_id
9986,2,2,2,17818_id
9987,1,4,1,11645_id
9988,1,4,1,7904_id
9989,1,4,2,10553_id
9990,1,4,1,2845_id
9991,2,2,2,17713_id
9992,1,4,1,6497_id
9993,1,4,2,11114_id
9994,1,4,1,7386_id
9995,1,2,2,18109_id
9996,1,4,2,10026_id
9997,1,4,1,7411_id
9998,1,3,2,16214_id
9999,1,4,1,10332_id
10000,1,4,2,12276_id
10001,4,1,4,19910_id
10002,1,4,1,2442_id
10003,1,4,1,3804_id
10004,1,4,1,6015_id
10005,1,2,2,16699_id
10006,1,4,1,4487_id
10007,1,4,1,7858_id
10008,1,4,1,8295_id
10009,1,4,1,3258_id
10010,1,3,2,17289_id
10011,1,4,1,583_id
10012,1,4,1,8054_id
10013,1,3,2,12005_id
10014,1,4,1,2418_id
10015,3,2,3,19122_id
10016,1,4,1,2668_id
10017,1,4,1,5893_id
10018,1,4,1,4318_id
10019,1,4,2,9384_id
10020,1,4,1,1245_id
10021,1,4,2,9802_id
10022,1,3,1,11852_id
10023,1,4,1,3199_id
10024,1,3,2,15160_id
10025,1,4,1,4637_id
10026,2,2,2,18353_id
10027,3,2,3,18827_id
10028,2,2,2,18419_id
10029,1,3,2,12460_id
